study_gold_id	path_count	paths
Gs0116259	2	Engineered > Lab enrichment > Defined media|Environmental > Aquatic > Thermal springs > Sediment
Gs0116262	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0116268	1	Environmental > Terrestrial > Soil > Sand > Desert
Gs0116270	1	Environmental > Terrestrial > Soil
Gs0116272	1	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf
Gs0116274	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0116283	1	Engineered > Modeled > Simulated communities (sequence read mixture)
Gs0116287	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0116288	1	Environmental > Aquatic > Freshwater > Sediment
Gs0116289	1	Environmental > Aquatic > Freshwater > Lake
Gs0116308	1	Environmental > Aquatic > Marine
Gs0116324	1	Environmental > Aquatic > Freshwater > Lake
Gs0116325	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0116328	1	Host-associated > Invertebrates > Cnidaria
Gs0116333	3	Host-associated > Mollusca > Respiratory system|Host-associated > Mollusca > Respiratory system > Gills > Intracellular|Host-associated > Porifera
Gs0116709	4	Environmental > Aquatic > Thermal springs > Hot (42-90C)|Environmental > Aquatic > Thermal springs > Hot (42-90C) > Neutral|Environmental > Aquatic > Thermal springs > Near-boiling (>90C) > Alkaline|Environmental > Aquatic > Thermal springs > Warm (34-42C)
Gs0116711	1	Host-associated > Invertebrates > Cnidaria
Gs0116713	1	Environmental > Terrestrial > Soil > Sand > Desert
Gs0116716	1	Environmental > Terrestrial > Soil > Permafrost
Gs0116717	1	Engineered > Industrial production > Engineered product
Gs0116720	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0116788	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0116794	1	Environmental > Aquatic > Marine > Hydrothermal vents > Diffuse flow
Gs0116796	1	Environmental > Aquatic > Marine > Oceanic
Gs0116800	1	Engineered > Wastewater > Activated Sludge
Gs0116805	1	Environmental > Terrestrial > Soil
Gs0116807	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0116808	1	Environmental > Aquatic > Marine
Gs0116824	1	Engineered > Lab enrichment > Defined media > Anaerobic media
Gs0116837	1	Environmental > Aquatic > Marine
Gs0116840	3	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic > Oil-contaminated sediment|Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0116841	1	Environmental > Aquatic > Marine > Coastal > Sediment
Gs0116847	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0116849	1	Engineered > Wastewater > Industrial wastewater
Gs0116869	1	Engineered > Wastewater > Activated Sludge
Gs0116874	1	Environmental > Aquatic > Freshwater > Pond
Gs0117418	1	Host-associated > Plants > Roots > Rhizosphere
Gs0117429	1	Environmental > Aquatic > Freshwater > River > Sediment
Gs0117432	2	Host-associated > Invertebrates > Cnidaria|Host-associated > Invertebrates > Cnidaria > Coral
Gs0117433	1	Environmental > Terrestrial > Soil > Boreal forest/Taiga
Gs0117456	1	Engineered > Solid waste > Animal waste
Gs0117458	1	Environmental > Aquatic > Freshwater > Lake
Gs0117459	1	Environmental > Terrestrial > Deep subsurface
Gs0117460	1	Environmental > Terrestrial > Deep subsurface
Gs0117465	1	Host-associated > Porifera > Sponge
Gs0117787	2	Environmental > Aquatic > Marine > Volcanic|Host-associated > Porifera
Gs0117790	1	Engineered > Wastewater > Anaerobic digestor
Gs0117794	1	Engineered > Wastewater
Gs0117798	2	Environmental > Aquatic > Marine > Coastal|Environmental > Aquatic > Marine > Neritic zone/Coastal water
Gs0117801	1	Environmental > Terrestrial > Soil
Gs0117802	1	Environmental > Aquatic > Freshwater > Sediment
Gs0117841	3	Host-associated > Microbial|Host-associated > Porifera|Host-associated > Porifera > Sponge
Gs0117866	1	Host-associated > Annelida
Gs0117876	1	Engineered > Built environment > Pipeline > Drinking water pipeline > Biofilm
Gs0117890	1	Environmental > Terrestrial > Oil reservoir
Gs0117902	2	Engineered > Lab enrichment > Defined media > Anaerobic media|Environmental > Aquatic > Sediment
Gs0117903	1	Environmental > Aquatic > Freshwater > Lake > Cyanobacterial bloom
Gs0117904	1	Environmental > Aquatic > Freshwater > Lake > Cyanobacterial bloom
Gs0117905	1	Environmental > Aquatic > Freshwater > Lake
Gs0117907	1	Environmental > Aquatic > Freshwater > Lake
Gs0117908	1	Environmental > Aquatic > Freshwater > Lake
Gs0117909	1	Environmental > Aquatic > Freshwater > Lake
Gs0117910	1	Environmental > Aquatic > Freshwater > Lake > Cyanobacterial bloom
Gs0117912	1	Host-associated > Mammals > Nervous system > Brain
Gs0117913	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0117923	3	Environmental > Aquatic > Marine|Environmental > Aquatic > Non-marine Saline and Alkaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0117924	2	Environmental > Aquatic > Non-marine Saline and Alkaline|Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0117927	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0117928	1	Environmental > Aquatic > Marine > Oceanic > Photic zone
Gs0117930	1	Host-associated > Arthropoda: Insects > Digestive system > Gut
Gs0117934	1	Engineered > Bioreactor
Gs0117935	1	Host-associated > Mammals: Human > Digestive system > Small intestine > Ileostomy effluent
Gs0117937	1	Host-associated > Plants > Phyllosphere > Carposphere
Gs0117938	1	Environmental > Aquatic > Marine
Gs0117939	3	Engineered > Food production > Dairy products|Engineered > Food production > Dairy products > Fermented dairy products|Engineered > Food production > Dairy products > Fermented dairy products > Cheese
Gs0117940	6	Host-associated > Reptilia > Circulatory system > Heart|Host-associated > Reptilia > Digestive system|Host-associated > Reptilia > Digestive system > Biliary tract > Liver|Host-associated > Reptilia > Nervous system > Brain|Host-associated > Reptilia > Respiratory system > Lung|Host-associated > Reptilia > Urinary system > Kidney
Gs0117941	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0117942	1	Host-associated > Fish > Digestive system > Intestine
Gs0117943	1	Host-associated > Mammals: Human > Cell culture > HuSC
Gs0117944	1	Environmental > Aquatic > Marine
Gs0117945	1	Host-associated > Arthropoda: Insects > Whole body > No thorax
Gs0117946	3	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Pelagic zone
Gs0117947	1	Host-associated > Mammals > Digestive system > Stomach > Forestomach
Gs0117948	2	Host-associated > Mammals > Digestive system > Large intestine|Host-associated > Mammals > Digestive system > Stomach > Forestomach
Gs0117949	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0117950	1	Environmental > Aquatic > Marine > Hypoxic zone
Gs0117951	1	Environmental > Aquatic > Marine > Hypoxic zone
Gs0117952	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0117953	1	Environmental > Aquatic > Marine
Gs0117954	1	Environmental > Terrestrial > Soil
Gs0117955	1	Environmental > Terrestrial > Soil > Wetlands
Gs0117956	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0117957	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Microbial mats
Gs0117958	1	Environmental > Aquatic > Freshwater > Groundwater
Gs0117959	1	Engineered > Bioreactor > Anaerobic > Sludge
Gs0117960	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0117961	1	Environmental > Aquatic > Marine > Hydrothermal vents
Gs0117962	1	Environmental > Aquatic > Marine > Oceanic
Gs0117963	1	Environmental > Aquatic > Marine > Oceanic
Gs0117964	1	Environmental > Aquatic > Freshwater > Lake
Gs0117965	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic
Gs0117966	1	Host-associated > Arthropoda: Insects > Larva > Gut
Gs0117967	1	Environmental > Aquatic > Marine > Oceanic
Gs0117968	1	Environmental > Aquatic > Marine > Oceanic
Gs0117969	1	Engineered > Wastewater > Activated Sludge
Gs0117970	1	Host-associated > Porifera
Gs0117971	1	Environmental > Aquatic > Freshwater > Lake
Gs0117972	1	Environmental > Aquatic > Freshwater > Pond
Gs0117973	1	Environmental > Aquatic > Freshwater > Lake > Microbial mats
Gs0117974	1	Engineered > Lab enrichment > Defined media > Marine media
Gs0117975	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Microbial mats
Gs0117976	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0117977	1	Environmental > Aquatic > Marine > Oceanic
Gs0117978	1	Environmental > Aquatic > Marine > Oceanic
Gs0117979	1	Engineered > Lab enrichment > Defined media > Anaerobic media
Gs0117980	1	Environmental > Terrestrial > Soil > Paddy field/soil
Gs0117981	1	Environmental > Aquatic > Freshwater > Groundwater > Acid Mine Drainage
Gs0117982	1	Environmental > Aquatic > Marine > Pelagic zone
Gs0117983	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic
Gs0117984	3	Environmental > Aquatic > Freshwater > River|Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Oceanic
Gs0117985	1	Environmental > Aquatic > Marine > Oceanic
Gs0117986	1	Environmental > Aquatic > Marine > Oceanic
Gs0117987	1	Environmental > Aquatic > Marine > Coastal
Gs0117988	1	Environmental > Aquatic > Thermal springs > Hot (42-90C)
Gs0117989	1	Environmental > Aquatic > Marine > Hydrothermal vents > Sediment
Gs0117990	1	Environmental > Aquatic > Marine
Gs0117991	1	Environmental > Aquatic > Marine > Pelagic zone
Gs0117992	1	Environmental > Terrestrial > Soil > Temperate forest > O horizon/Organic
Gs0117993	1	Engineered > Bioreactor > Anaerobic
Gs0117994	1	Environmental > Aquatic > Marine
Gs0117995	1	Environmental > Aquatic > Marine
Gs0118000	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0118001	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0118002	1	Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0118003	1	Environmental > Aquatic > Freshwater > Lake
Gs0118005	1	Engineered > Food production > Fermented vegetables
Gs0118007	1	Environmental > Aquatic > Thermal springs
Gs0118008	1	Environmental > Aquatic > Marine > Coastal
Gs0118010	1	Environmental > Terrestrial > Soil > Paddy field/soil
Gs0118011	1	Environmental > Aquatic > Freshwater > Lake
Gs0118016	1	Host-associated > Microbial > Bacteria
Gs0118034	1	Environmental > Aquatic > Thermal springs > Hot (42-90C)
Gs0118053	1	Engineered > Wastewater > Activated Sludge
Gs0118068	2	Environmental > Terrestrial > Soil > Floodplain|Environmental > Terrestrial > Soil > Riparian zone
Gs0118069	2	Environmental > Aquatic > Freshwater > Ice > Glacier meltwater|Environmental > Aquatic > Freshwater > Ice > Liftoff microbial mat
Gs0118070	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0118071	1	Environmental > Aquatic > Marine > Cold seeps
Gs0118072	2	Engineered > Built environment|Engineered > Built environment > Drinking water treatment plant > Drinking water
Gs0118073	1	Environmental > Aquatic > Aquaculture
Gs0118086	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline
Gs0118092	1	Environmental > Terrestrial > Soil > Sand > Desert
Gs0118094	1	Environmental > Aquatic > Marine > Coastal
Gs0118095	1	Environmental > Aquatic > Freshwater > Groundwater > Contaminated
Gs0118096	1	Environmental > Aquatic > Freshwater > Lake
Gs0118102	1	Environmental > Terrestrial > Soil
Gs0118104	1	Host-associated > Arthropoda: Crustaceans > Respiratory system > Gill/Bronchial chamber
Gs0118122	1	Environmental > Aquatic > Marine > Coastal
Gs0118131	2	Host-associated > Plants > Phyllosphere > Phylloplane/Leaf|Host-associated > Plants > Roots
Gs0118183	1	Engineered > Wastewater
Gs0118184	1	Engineered > Modeled > Simulated communities (sequence read mixture)
Gs0118187	1	Engineered > Wastewater > Sewage
Gs0118188	1	Environmental > Aquatic > Freshwater
Gs0118189	1	Environmental > Aquatic > Freshwater
Gs0118191	1	Environmental > Aquatic > Marine > Coastal > Sediment
Gs0118208	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Alkaline
Gs0118233	1	Environmental > Aquatic > Marine > Benthic > Wood fall
Gs0118249	1	Environmental > Aquatic > Freshwater > Lake
Gs0118376	1	Environmental > Aquatic > Thermal springs > Warm (34-42C)
Gs0118381	1	Environmental > Aquatic > Marine
Gs0118387	1	Host-associated > Fungi > Lichen
Gs0118388	1	Host-associated > Porifera
Gs0118389	1	Engineered > Paper > Currency notes
Gs0118397	3	Engineered > Lab culture > Culture media > Fungi|Engineered > Modeled > Simulated communities (microbial mixture)|Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0118423	9	Engineered > Bioremediation > Hydrocarbon|Engineered > Built environment > Oil refinery|Engineered > Built environment > Tailings pond|Engineered > Built environment > Tailings pond > Wastewater|Engineered > Wastewater > Industrial wastewater > Mine water > Produced water|Environmental > Terrestrial > Asphalt lakes > Tar|Environmental > Terrestrial > Deep subsurface > Coalbed methane well > Coal core|Environmental > Terrestrial > Oil reservoir > Produced water|Environmental > Terrestrial > Oil reservoir > Sediment
Gs0118429	1	Environmental > Aquatic > Marine > Hydrothermal vents > Sediment
Gs0118430	1	Environmental > Aquatic > Freshwater > Lake
Gs0118431	6	Environmental > Aquatic > Deep subsurface > Groundwater > Cave microbial mat|Environmental > Aquatic > Deep subsurface > Shale gas/oil reservoir > Produced water/Flow back|Environmental > Aquatic > Non-marine Saline and Alkaline > Salt marsh|Environmental > Terrestrial > Deep subsurface > Fracking water|Environmental > Terrestrial > Deep subsurface > Rock core/Sediment|Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0118432	1	Environmental > Aquatic > Marine > Oceanic
Gs0118433	1	Environmental > Aquatic > Freshwater > Wetlands > Sediment
Gs0118434	5	Environmental > Aquatic > Deep subsurface > Groundwater > Cave microbial mat|Environmental > Aquatic > Marine > Ocean trench > Sediment|Environmental > Aquatic > Marine > Oceanic > Sediment|Environmental > Aquatic > Marine > Volcanic|Environmental > Terrestrial > Deep subsurface > Cave > Wall biofilm
Gs0118444	12	Engineered > Built environment > Canal|Engineered > Built environment > City|Engineered > Built environment > City > Park|Engineered > Built environment > City > Subway|Engineered > Built environment > City > Subway > Bench surface|Engineered > Built environment > City > Subway > Concrete surface|Engineered > Built environment > City > Subway > Metal surface|Engineered > Built environment > City > Subway > Plastic surface|Engineered > Built environment > City > Subway > Stone surface|Engineered > Built environment > City > Subway > Wooden surface|Engineered > Lab synthesis|Host-associated > Fish > Digestive system > Intestine
Gs0118445	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0118446	1	Environmental > Terrestrial > Soil > Sand
Gs0118447	1	Host-associated > Invertebrates > Cnidaria > Coral
Gs0118448	2	Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Farm
Gs0118449	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Sediment
Gs0118450	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0118451	1	Host-associated > Mammals: Human > Digestive system > Oral cavity
Gs0118452	4	Engineered > Built environment > House|Host-associated > Mammals > Integumentary system > Skin > Paw pad|Host-associated > Mammals > Integumentary system > Skin > Rhinarium|Host-associated > Mammals: Human > Integumentary system > Skin > Skin surface
Gs0118454	1	Host-associated > Mammals > Multiple systems > Multiple organs > Pooled tissues
Gs0118455	1	Environmental > Aquatic > Marine > Hypoxic zone
Gs0118456	1	Host-associated > Mammals: Human > Remains > Skeletonized remains > Dental calculus
Gs0118457	1	Engineered > Built environment > Water treatment plant
Gs0118458	1	Environmental > Aquatic > Marine > Coastal > Sediment
Gs0118459	1	Host-associated > Arthropoda: Insects > Whole body
Gs0118460	3	Host-associated > Fungi > Fruiting body|Host-associated > Fungi > Mycelium|Host-associated > Plants > Roots
Gs0118462	1	Environmental > Terrestrial > Soil
Gs0118495	1	Environmental > Aquatic > Marine > Oceanic > Sediment
Gs0118500	1	Environmental > Aquatic > Marine > Sediment
Gs0118514	2	Engineered > Lab culture > Culture media > Fungi|Host-associated > Fungi > Mycelium
