canonical_path	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	leaf_label	depth	gold_node_count	organism_count	study_count	biosample_count	total_assertions	gold_node_ids
Host-associated > Mammals > Endocrine system > Endocrine gland	Host-associated	Mammals	Endocrine system	Endocrine gland		Endocrine gland	4	1	0	0	0	0	gold.ecosystem:6778
Host-associated > Mammals > Endocrine system > Endocrine gland > Adrenal glands	Host-associated	Mammals	Endocrine system	Endocrine gland	Adrenal glands	Adrenal glands	5	1	0	0	0	0	gold.ecosystem:6782
Host-associated > Mammals > Endocrine system > Endocrine gland > Hypophysis/Pituitary gland	Host-associated	Mammals	Endocrine system	Endocrine gland	Hypophysis/Pituitary gland	Hypophysis/Pituitary gland	5	1	0	0	0	0	gold.ecosystem:6779
Host-associated > Mammals > Endocrine system > Endocrine gland > Parathyroid	Host-associated	Mammals	Endocrine system	Endocrine gland	Parathyroid	Parathyroid	5	1	0	0	0	0	gold.ecosystem:6781
Host-associated > Mammals > Endocrine system > Endocrine gland > Pineal gland/Epiphysis cerebri	Host-associated	Mammals	Endocrine system	Endocrine gland	Pineal gland/Epiphysis cerebri	Pineal gland/Epiphysis cerebri	5	1	0	0	0	0	gold.ecosystem:6783
Host-associated > Mammals > Endocrine system > Endocrine gland > Thymus	Host-associated	Mammals	Endocrine system	Endocrine gland	Thymus	Thymus	5	1	0	0	0	0	gold.ecosystem:6784
Host-associated > Mammals > Endocrine system > Endocrine gland > Thyroid	Host-associated	Mammals	Endocrine system	Endocrine gland	Thyroid	Thyroid	5	1	0	0	0	0	gold.ecosystem:6780
Host-associated > Mammals > Fetus > Fetal tissue > Amniotic fluid	Host-associated	Mammals	Fetus	Fetal tissue	Amniotic fluid	Amniotic fluid	5	1	0	0	0	0	gold.ecosystem:7618
Host-associated > Mammals > Fetus > Fetal tissue > Amniotic sac	Host-associated	Mammals	Fetus	Fetal tissue	Amniotic sac	Amniotic sac	5	1	0	0	0	0	gold.ecosystem:7617
Host-associated > Mammals > Fetus > Fetal tissue > Chorionic villi	Host-associated	Mammals	Fetus	Fetal tissue	Chorionic villi	Chorionic villi	5	1	0	0	0	0	gold.ecosystem:7619
Host-associated > Mammals > Fetus > Fetal tissue > Umbilical cord	Host-associated	Mammals	Fetus	Fetal tissue	Umbilical cord	Umbilical cord	5	1	0	0	0	0	gold.ecosystem:7615
Host-associated > Mammals > Fetus > Fetal tissue > Umbilical cord blood	Host-associated	Mammals	Fetus	Fetal tissue	Umbilical cord blood	Umbilical cord blood	5	1	0	0	0	0	gold.ecosystem:7616
Host-associated > Mammals > Integumentary system > Adipose tissue	Host-associated	Mammals	Integumentary system	Adipose tissue		Adipose tissue	4	2	0	0	0	0	gold.ecosystem:6738|gold.ecosystem:6739
Host-associated > Mammals > Integumentary system > Adipose tissue > Subcutaneous fat	Host-associated	Mammals	Integumentary system	Adipose tissue	Subcutaneous fat	Subcutaneous fat	5	1	0	0	0	0	gold.ecosystem:6740
Host-associated > Mammals > Integumentary system > Adipose tissue > Visceral fat	Host-associated	Mammals	Integumentary system	Adipose tissue	Visceral fat	Visceral fat	5	1	0	0	0	0	gold.ecosystem:6741
Host-associated > Mammals > Integumentary system > Antlers	Host-associated	Mammals	Integumentary system	Antlers		Antlers	4	2	0	0	0	0	gold.ecosystem:6728|gold.ecosystem:6729
Host-associated > Mammals > Integumentary system > Ceros	Host-associated	Mammals	Integumentary system	Ceros		Ceros	4	2	0	0	0	0	gold.ecosystem:6732|gold.ecosystem:6733
Host-associated > Mammals > Integumentary system > Claws	Host-associated	Mammals	Integumentary system	Claws		Claws	4	2	0	0	0	0	gold.ecosystem:6724|gold.ecosystem:6725
Host-associated > Mammals > Integumentary system > Hair/Fur	Host-associated	Mammals	Integumentary system	Hair/Fur		Hair/Fur	4	1	0	0	0	0	gold.ecosystem:6914
Host-associated > Mammals > Integumentary system > Hoof	Host-associated	Mammals	Integumentary system	Hoof		Hoof	4	2	0	0	0	0	gold.ecosystem:6380|gold.ecosystem:6381
Host-associated > Mammals > Integumentary system > Hoof > Surface	Host-associated	Mammals	Integumentary system	Hoof	Surface	Surface	5	1	0	0	0	0	gold.ecosystem:6382
Host-associated > Mammals > Integumentary system > Horn	Host-associated	Mammals	Integumentary system	Horn		Horn	4	2	0	0	0	0	gold.ecosystem:6726|gold.ecosystem:6727
Host-associated > Mammals > Integumentary system > Mammary gland > Colostrum	Host-associated	Mammals	Integumentary system	Mammary gland	Colostrum	Colostrum	5	1	0	0	0	0	gold.ecosystem:6366
Host-associated > Mammals > Integumentary system > Nails	Host-associated	Mammals	Integumentary system	Nails		Nails	4	2	0	0	0	0	gold.ecosystem:6734|gold.ecosystem:6735
Host-associated > Mammals > Integumentary system > Pronghorn	Host-associated	Mammals	Integumentary system	Pronghorn		Pronghorn	4	2	0	0	0	0	gold.ecosystem:6730|gold.ecosystem:6731
Host-associated > Mammals > Integumentary system > Scales	Host-associated	Mammals	Integumentary system	Scales		Scales	4	2	0	0	0	0	gold.ecosystem:6736|gold.ecosystem:6737
Host-associated > Mammals > Integumentary system > Sebaceous glands	Host-associated	Mammals	Integumentary system	Sebaceous glands		Sebaceous glands	4	1	0	0	0	0	gold.ecosystem:7514
Host-associated > Mammals > Integumentary system > Skin > Dermatitis	Host-associated	Mammals	Integumentary system	Skin	Dermatitis	Dermatitis	5	1	0	0	0	0	gold.ecosystem:6414
Host-associated > Mammals > Integumentary system > Skin > Rhinarium	Host-associated	Mammals	Integumentary system	Skin	Rhinarium	Rhinarium	5	1	0	0	0	0	gold.ecosystem:6384
Host-associated > Mammals > Integumentary system > Skin > Surface	Host-associated	Mammals	Integumentary system	Skin	Surface	Surface	5	1	0	0	0	0	gold.ecosystem:6393
Host-associated > Mammals > Integumentary system > Skin > Udder dermatitis	Host-associated	Mammals	Integumentary system	Skin	Udder dermatitis	Udder dermatitis	5	1	0	0	0	0	gold.ecosystem:6401
Host-associated > Mammals > Lymphatic system > Haemal node	Host-associated	Mammals	Lymphatic system	Haemal node		Haemal node	4	2	0	0	0	0	gold.ecosystem:6756|gold.ecosystem:6757
Host-associated > Mammals > Lymphatic system > Lymph duct	Host-associated	Mammals	Lymphatic system	Lymph duct		Lymph duct	4	2	0	0	0	0	gold.ecosystem:6771|gold.ecosystem:6772
Host-associated > Mammals > Lymphatic system > Lymph nodes > Forelegs	Host-associated	Mammals	Lymphatic system	Lymph nodes	Forelegs	Forelegs	5	1	0	0	0	0	gold.ecosystem:6764
Host-associated > Mammals > Lymphatic system > Lymph nodes > Groin	Host-associated	Mammals	Lymphatic system	Lymph nodes	Groin	Groin	5	1	0	0	0	0	gold.ecosystem:6765
Host-associated > Mammals > Lymphatic system > Lymph nodes > Head	Host-associated	Mammals	Lymphatic system	Lymph nodes	Head	Head	5	1	0	0	0	0	gold.ecosystem:6760
Host-associated > Mammals > Lymphatic system > Lymph nodes > Hind legs	Host-associated	Mammals	Lymphatic system	Lymph nodes	Hind legs	Hind legs	5	1	0	0	0	0	gold.ecosystem:6766
Host-associated > Mammals > Lymphatic system > Lymph nodes > Laryngopharyngeal	Host-associated	Mammals	Lymphatic system	Lymph nodes	Laryngopharyngeal	Laryngopharyngeal	5	1	0	0	0	0	gold.ecosystem:6759
Host-associated > Mammals > Lymphatic system > Lymph nodes > Neck	Host-associated	Mammals	Lymphatic system	Lymph nodes	Neck	Neck	5	1	0	0	0	0	gold.ecosystem:6761
Host-associated > Mammals > Lymphatic system > Lymph nodes > Retropharyngeal	Host-associated	Mammals	Lymphatic system	Lymph nodes	Retropharyngeal	Retropharyngeal	5	1	0	0	0	0	gold.ecosystem:6758
Host-associated > Mammals > Lymphatic system > Lymph nodes > Thorax	Host-associated	Mammals	Lymphatic system	Lymph nodes	Thorax	Thorax	5	1	0	0	0	0	gold.ecosystem:6762
Host-associated > Mammals > Lymphatic system > Lymphoid tissue	Host-associated	Mammals	Lymphatic system	Lymphoid tissue		Lymphoid tissue	4	2	0	0	0	0	gold.ecosystem:6769|gold.ecosystem:6770
Host-associated > Mammals > Lymphatic system > Tertiary lymphoid organ	Host-associated	Mammals	Lymphatic system	Tertiary lymphoid organ		Tertiary lymphoid organ	4	2	0	0	0	0	gold.ecosystem:6767|gold.ecosystem:6768
Host-associated > Mammals > Multiple systems > Soft tissue > Pooled tissues	Host-associated	Mammals	Multiple systems	Soft tissue	Pooled tissues	Pooled tissues	5	1	0	0	0	0	gold.ecosystem:6882
Host-associated > Mammals > Muscular system	Host-associated	Mammals	Muscular system			Muscular system	3	1	0	0	0	0	gold.ecosystem:6749
Host-associated > Mammals > Muscular system > Smooth muscle	Host-associated	Mammals	Muscular system	Smooth muscle		Smooth muscle	4	2	0	0	0	0	gold.ecosystem:6752|gold.ecosystem:6753
Host-associated > Mammals > Nervous system > Spinal cord	Host-associated	Mammals	Nervous system	Spinal cord		Spinal cord	4	2	0	0	0	0	gold.ecosystem:6775|gold.ecosystem:6776
Host-associated > Mammals > Nervous system > Subarachnoid space	Host-associated	Mammals	Nervous system	Subarachnoid space		Subarachnoid space	4	1	0	0	0	0	gold.ecosystem:6773
Host-associated > Mammals > Remains > Fossilized remains	Host-associated	Mammals	Remains	Fossilized remains		Fossilized remains	4	2	0	0	0	0	gold.ecosystem:6427|gold.ecosystem:8086
Host-associated > Mammals > Remains > Fossilized remains > Bone	Host-associated	Mammals	Remains	Fossilized remains	Bone	Bone	5	1	0	0	0	0	gold.ecosystem:8087
Host-associated > Mammals > Remains > Fossilized remains > Tooth	Host-associated	Mammals	Remains	Fossilized remains	Tooth	Tooth	5	1	0	0	0	0	gold.ecosystem:6428
Host-associated > Mammals > Reproductive system > External genitalia	Host-associated	Mammals	Reproductive system	External genitalia		External genitalia	4	2	0	0	0	0	gold.ecosystem:7634|gold.ecosystem:7635
Host-associated > Mammals > Reproductive system > External organs	Host-associated	Mammals	Reproductive system	External organs		External organs	4	1	0	0	0	0	gold.ecosystem:6469
Host-associated > Mammals > Reproductive system > External organs > Testicle/Testes: Sperm	Host-associated	Mammals	Reproductive system	External organs	Testicle/Testes: Sperm	Testicle/Testes: Sperm	5	1	0	0	0	0	gold.ecosystem:7627
Host-associated > Mammals > Reproductive system > Fallopian tubes	Host-associated	Mammals	Reproductive system	Fallopian tubes		Fallopian tubes	4	2	0	0	0	0	gold.ecosystem:7632|gold.ecosystem:7633
Host-associated > Mammals > Reproductive system > Ovaries	Host-associated	Mammals	Reproductive system	Ovaries		Ovaries	4	2	0	0	0	0	gold.ecosystem:7636|gold.ecosystem:7637
Host-associated > Mammals > Reproductive system > Seminal glands	Host-associated	Mammals	Reproductive system	Seminal glands		Seminal glands	4	2	0	0	0	0	gold.ecosystem:7629|gold.ecosystem:7631
Host-associated > Mammals > Reproductive system > Uterus > Cervix	Host-associated	Mammals	Reproductive system	Uterus	Cervix	Cervix	5	1	0	0	0	0	gold.ecosystem:6377
Host-associated > Mammals > Respiratory system > Diaphragm	Host-associated	Mammals	Respiratory system	Diaphragm		Diaphragm	4	2	0	0	0	0	gold.ecosystem:6845|gold.ecosystem:6846
Host-associated > Mammals > Respiratory system > Lung > Alveoli	Host-associated	Mammals	Respiratory system	Lung	Alveoli	Alveoli	5	1	0	0	0	0	gold.ecosystem:6376
Host-associated > Mammals > Respiratory system > Lung > Pulmonary fluid	Host-associated	Mammals	Respiratory system	Lung	Pulmonary fluid	Pulmonary fluid	5	1	0	0	0	0	gold.ecosystem:6837
Host-associated > Mammals > Respiratory system > Nasal cavity > Anterior nares	Host-associated	Mammals	Respiratory system	Nasal cavity	Anterior nares	Anterior nares	5	1	0	0	0	0	gold.ecosystem:6827
Host-associated > Mammals > Respiratory system > Nasal cavity > Posterior nares	Host-associated	Mammals	Respiratory system	Nasal cavity	Posterior nares	Posterior nares	5	1	0	0	0	0	gold.ecosystem:6828
Host-associated > Mammals > Respiratory system > Paranasal sinuses	Host-associated	Mammals	Respiratory system	Paranasal sinuses		Paranasal sinuses	4	2	0	0	0	0	gold.ecosystem:6832|gold.ecosystem:6833
Host-associated > Mammals > Respiratory system > Paranasal sinuses > Catarrh	Host-associated	Mammals	Respiratory system	Paranasal sinuses	Catarrh	Catarrh	5	1	0	0	0	0	gold.ecosystem:6834
Host-associated > Mammals > Respiratory system > Pharynx/Throat > Catarrh	Host-associated	Mammals	Respiratory system	Pharynx/Throat	Catarrh	Catarrh	5	1	0	0	0	0	gold.ecosystem:6831
Host-associated > Mammals > Respiratory system > Pharynx/Throat > Laryngopharynx	Host-associated	Mammals	Respiratory system	Pharynx/Throat	Laryngopharynx	Laryngopharynx	5	1	0	0	0	0	gold.ecosystem:6830
Host-associated > Mammals > Respiratory system > Pleural cavity	Host-associated	Mammals	Respiratory system	Pleural cavity		Pleural cavity	4	2	0	0	0	0	gold.ecosystem:6840|gold.ecosystem:6841
Host-associated > Mammals > Respiratory system > Pleural cavity > Empyema	Host-associated	Mammals	Respiratory system	Pleural cavity	Empyema	Empyema	5	1	0	0	0	0	gold.ecosystem:6844
Host-associated > Mammals > Respiratory system > Pleural cavity > Pleural effusion	Host-associated	Mammals	Respiratory system	Pleural cavity	Pleural effusion	Pleural effusion	5	1	0	0	0	0	gold.ecosystem:6842
Host-associated > Mammals > Respiratory system > Pleural cavity > Pleural fluid	Host-associated	Mammals	Respiratory system	Pleural cavity	Pleural fluid	Pleural fluid	5	1	0	0	0	0	gold.ecosystem:6843
Host-associated > Mammals > Respiratory system > Sputum/Phlegm	Host-associated	Mammals	Respiratory system	Sputum/Phlegm		Sputum/Phlegm	4	2	0	0	0	0	gold.ecosystem:6838|gold.ecosystem:6839
Host-associated > Mammals > Skeletal system	Host-associated	Mammals	Skeletal system			Skeletal system	3	1	0	0	0	0	gold.ecosystem:6372
Host-associated > Mammals > Skeletal system > Bone	Host-associated	Mammals	Skeletal system	Bone		Bone	4	2	0	0	0	0	gold.ecosystem:6373|gold.ecosystem:6374
Host-associated > Mammals > Skeletal system > Bone > Articular cartilage	Host-associated	Mammals	Skeletal system	Bone	Articular cartilage	Articular cartilage	5	1	0	0	0	0	gold.ecosystem:6797
Host-associated > Mammals > Skeletal system > Bone > Compact bone	Host-associated	Mammals	Skeletal system	Bone	Compact bone	Compact bone	5	1	0	0	0	0	gold.ecosystem:6798
Host-associated > Mammals > Skeletal system > Bone > Long bone	Host-associated	Mammals	Skeletal system	Bone	Long bone	Long bone	5	1	0	0	0	0	gold.ecosystem:6801
Host-associated > Mammals > Skeletal system > Bone > Osseous tissue	Host-associated	Mammals	Skeletal system	Bone	Osseous tissue	Osseous tissue	5	1	0	0	0	0	gold.ecosystem:6796
Host-associated > Mammals > Skeletal system > Bone > Short bone	Host-associated	Mammals	Skeletal system	Bone	Short bone	Short bone	5	1	0	0	0	0	gold.ecosystem:6802
Host-associated > Mammals > Skeletal system > Bone > Skull	Host-associated	Mammals	Skeletal system	Bone	Skull	Skull	5	1	0	0	0	0	gold.ecosystem:6800
Host-associated > Mammals > Skeletal system > Bone > Spongy bone	Host-associated	Mammals	Skeletal system	Bone	Spongy bone	Spongy bone	5	1	0	0	0	0	gold.ecosystem:6799
Host-associated > Mammals > Skeletal system > Bone > Vertebra	Host-associated	Mammals	Skeletal system	Bone	Vertebra	Vertebra	5	1	0	0	0	0	gold.ecosystem:6803
Host-associated > Mammals > Skeletal system > Cartilage	Host-associated	Mammals	Skeletal system	Cartilage		Cartilage	4	2	0	0	0	0	gold.ecosystem:6804|gold.ecosystem:6806
Host-associated > Mammals > Skeletal system > Cartilage > Elastic	Host-associated	Mammals	Skeletal system	Cartilage	Elastic	Elastic	5	1	0	0	0	0	gold.ecosystem:6807
Host-associated > Mammals > Skeletal system > Cartilage > Fibrocartilage	Host-associated	Mammals	Skeletal system	Cartilage	Fibrocartilage	Fibrocartilage	5	1	0	0	0	0	gold.ecosystem:6809
Host-associated > Mammals > Skeletal system > Cartilage > Hyaline	Host-associated	Mammals	Skeletal system	Cartilage	Hyaline	Hyaline	5	1	0	0	0	0	gold.ecosystem:6808
Host-associated > Mammals > Skeletal system > Joint capsule	Host-associated	Mammals	Skeletal system	Joint capsule		Joint capsule	4	1	0	0	0	0	gold.ecosystem:6810
Host-associated > Mammals > Skeletal system > Joint capsule > Synovial fluid	Host-associated	Mammals	Skeletal system	Joint capsule	Synovial fluid	Synovial fluid	5	1	0	0	0	0	gold.ecosystem:6811
Host-associated > Mammals > Skeletal system > Joint capsule > Synovium	Host-associated	Mammals	Skeletal system	Joint capsule	Synovium	Synovium	5	1	0	0	0	0	gold.ecosystem:6812
Host-associated > Mammals > Tumor	Host-associated	Mammals	Tumor			Tumor	3	3	0	0	0	0	gold.ecosystem:7620|gold.ecosystem:7625|gold.ecosystem:7626
Host-associated > Mammals > Tumor > Benign tumor tissue	Host-associated	Mammals	Tumor	Benign tumor tissue		Benign tumor tissue	4	2	0	0	0	0	gold.ecosystem:7621|gold.ecosystem:7622
Host-associated > Mammals > Tumor > Malignant tumor tissue	Host-associated	Mammals	Tumor	Malignant tumor tissue		Malignant tumor tissue	4	2	0	0	0	0	gold.ecosystem:7623|gold.ecosystem:7624
Host-associated > Mammals > Unspecified system	Host-associated	Mammals	Unspecified system			Unspecified system	3	1	0	0	0	0	gold.ecosystem:6448
Host-associated > Mammals > Unspecified system > Unspecified organ	Host-associated	Mammals	Unspecified system	Unspecified organ		Unspecified organ	4	1	0	0	0	0	gold.ecosystem:6449
Host-associated > Mammals > Urinary system > Kidney > Kidney stones	Host-associated	Mammals	Urinary system	Kidney	Kidney stones	Kidney stones	5	1	0	0	0	0	gold.ecosystem:6822
Host-associated > Mammals > Urinary system > Urinary bladder	Host-associated	Mammals	Urinary system	Urinary bladder		Urinary bladder	4	2	0	0	0	0	gold.ecosystem:6823|gold.ecosystem:6824
Host-associated > Mammals > Visual system	Host-associated	Mammals	Visual system			Visual system	3	1	0	0	0	0	gold.ecosystem:6407
Host-associated > Mammals > Visual system > Canthus	Host-associated	Mammals	Visual system	Canthus		Canthus	4	2	0	0	0	0	gold.ecosystem:6877|gold.ecosystem:6878
Host-associated > Mammals > Visual system > Eye > Cornea	Host-associated	Mammals	Visual system	Eye	Cornea	Cornea	5	1	0	0	0	0	gold.ecosystem:6409
Host-associated > Mammals > Visual system > Eye > Lens	Host-associated	Mammals	Visual system	Eye	Lens	Lens	5	1	0	0	0	0	gold.ecosystem:6857
Host-associated > Mammals > Visual system > Eye: Ciliary body	Host-associated	Mammals	Visual system	Eye: Ciliary body		Eye: Ciliary body	4	1	0	0	0	0	gold.ecosystem:6875
Host-associated > Mammals > Visual system > Eye: Ciliary body > Intraocular fluid/Aqueous humor	Host-associated	Mammals	Visual system	Eye: Ciliary body	Intraocular fluid/Aqueous humor	Intraocular fluid/Aqueous humor	5	1	0	0	0	0	gold.ecosystem:6876
Host-associated > Mammals > Visual system > Eye: Vitreous chamber	Host-associated	Mammals	Visual system	Eye: Vitreous chamber		Eye: Vitreous chamber	4	1	0	0	0	0	gold.ecosystem:6873
Host-associated > Mammals > Visual system > Eye: Vitreous chamber > Vitreous humor	Host-associated	Mammals	Visual system	Eye: Vitreous chamber	Vitreous humor	Vitreous humor	5	1	0	0	0	0	gold.ecosystem:6874
Host-associated > Mammals: Human > Abdominal/Peritoneal cavity > Ascites > Malignant ascites	Host-associated	Mammals: Human	Abdominal/Peritoneal cavity	Ascites	Malignant ascites	Malignant ascites	5	1	0	0	0	0	gold.ecosystem:6168
Host-associated > Mammals: Human > Abdominal/Peritoneal cavity > Peritoneum	Host-associated	Mammals: Human	Abdominal/Peritoneal cavity	Peritoneum		Peritoneum	4	2	0	0	0	0	gold.ecosystem:6516|gold.ecosystem:6517
Host-associated > Mammals: Human > Auditory/Hearing system	Host-associated	Mammals: Human	Auditory/Hearing system			Auditory/Hearing system	3	3	0	0	0	0	gold.ecosystem:6267|gold.ecosystem:7050|gold.ecosystem:7051
Host-associated > Mammals: Human > Auditory/Hearing system > Inner ear	Host-associated	Mammals: Human	Auditory/Hearing system	Inner ear		Inner ear	4	2	0	0	0	0	gold.ecosystem:6642|gold.ecosystem:6643
Host-associated > Mammals: Human > Auditory/Hearing system > Middle ear > Eustachian tube	Host-associated	Mammals: Human	Auditory/Hearing system	Middle ear	Eustachian tube	Eustachian tube	5	1	0	0	0	0	gold.ecosystem:6641
Host-associated > Mammals: Human > Benign tumor	Host-associated	Mammals: Human	Benign tumor			Benign tumor	3	3	0	0	0	0	gold.ecosystem:6223|gold.ecosystem:6224|gold.ecosystem:6225
Host-associated > Mammals: Human > Benign tumor > Adenoma	Host-associated	Mammals: Human	Benign tumor	Adenoma		Adenoma	4	2	0	0	0	0	gold.ecosystem:6647|gold.ecosystem:6648
Host-associated > Mammals: Human > Benign tumor > Adenoma > Colorectal polyps	Host-associated	Mammals: Human	Benign tumor	Adenoma	Colorectal polyps	Colorectal polyps	5	1	0	0	0	0	gold.ecosystem:6649
Host-associated > Mammals: Human > Benign tumor > Dermoid	Host-associated	Mammals: Human	Benign tumor	Dermoid		Dermoid	4	2	0	0	0	0	gold.ecosystem:6991|gold.ecosystem:6992
Host-associated > Mammals: Human > Benign tumor > Epidermoid	Host-associated	Mammals: Human	Benign tumor	Epidermoid		Epidermoid	4	2	0	0	0	0	gold.ecosystem:6999|gold.ecosystem:7000
Host-associated > Mammals: Human > Benign tumor > Fibroma	Host-associated	Mammals: Human	Benign tumor	Fibroma		Fibroma	4	2	0	0	0	0	gold.ecosystem:6660|gold.ecosystem:6661
Host-associated > Mammals: Human > Benign tumor > Ganglion	Host-associated	Mammals: Human	Benign tumor	Ganglion		Ganglion	4	2	0	0	0	0	gold.ecosystem:6993|gold.ecosystem:6994
Host-associated > Mammals: Human > Benign tumor > Granuloma	Host-associated	Mammals: Human	Benign tumor	Granuloma		Granuloma	4	2	0	0	0	0	gold.ecosystem:6308|gold.ecosystem:6309
Host-associated > Mammals: Human > Benign tumor > Hyperplastic/Inflammatory polyps	Host-associated	Mammals: Human	Benign tumor	Hyperplastic/Inflammatory polyps		Hyperplastic/Inflammatory polyps	4	1	0	0	0	0	gold.ecosystem:6654
Host-associated > Mammals: Human > Benign tumor > Hyperplastic/Inflammatory polyps > Colonic	Host-associated	Mammals: Human	Benign tumor	Hyperplastic/Inflammatory polyps	Colonic	Colonic	5	1	0	0	0	0	gold.ecosystem:6655
Host-associated > Mammals: Human > Benign tumor > Lipoma	Host-associated	Mammals: Human	Benign tumor	Lipoma		Lipoma	4	2	0	0	0	0	gold.ecosystem:6645|gold.ecosystem:6646
Host-associated > Mammals: Human > Benign tumor > Myoma	Host-associated	Mammals: Human	Benign tumor	Myoma		Myoma	4	2	0	0	0	0	gold.ecosystem:6658|gold.ecosystem:6659
Host-associated > Mammals: Human > Benign tumor > Nevi/Moles	Host-associated	Mammals: Human	Benign tumor	Nevi/Moles		Nevi/Moles	4	2	0	0	0	0	gold.ecosystem:6662|gold.ecosystem:6663
Host-associated > Mammals: Human > Benign tumor > Osteoma	Host-associated	Mammals: Human	Benign tumor	Osteoma		Osteoma	4	2	0	0	0	0	gold.ecosystem:6656|gold.ecosystem:6657
Host-associated > Mammals: Human > Benign tumor > Papillomas	Host-associated	Mammals: Human	Benign tumor	Papillomas		Papillomas	4	2	0	0	0	0	gold.ecosystem:6671|gold.ecosystem:6672
Host-associated > Mammals: Human > Benign tumor > Pilomatrixoma	Host-associated	Mammals: Human	Benign tumor	Pilomatrixoma		Pilomatrixoma	4	2	0	0	0	0	gold.ecosystem:6995|gold.ecosystem:6996
Host-associated > Mammals: Human > Benign tumor > Polyps	Host-associated	Mammals: Human	Benign tumor	Polyps		Polyps	4	1	0	0	0	0	gold.ecosystem:6242
Host-associated > Mammals: Human > Benign tumor > Polyps > Aural	Host-associated	Mammals: Human	Benign tumor	Polyps	Aural	Aural	5	1	0	0	0	0	gold.ecosystem:6650
Host-associated > Mammals: Human > Benign tumor > Polyps > Bladder	Host-associated	Mammals: Human	Benign tumor	Polyps	Bladder	Bladder	5	1	0	0	0	0	gold.ecosystem:6653
Host-associated > Mammals: Human > Benign tumor > Polyps > Cervical	Host-associated	Mammals: Human	Benign tumor	Polyps	Cervical	Cervical	5	1	0	0	0	0	gold.ecosystem:6652
Host-associated > Mammals: Human > Benign tumor > Polyps > Endometrial/Uterine	Host-associated	Mammals: Human	Benign tumor	Polyps	Endometrial/Uterine	Endometrial/Uterine	5	1	0	0	0	0	gold.ecosystem:6651
Host-associated > Mammals: Human > Benign tumor > Polyps > Nasal	Host-associated	Mammals: Human	Benign tumor	Polyps	Nasal	Nasal	5	1	0	0	0	0	gold.ecosystem:6243
Host-associated > Mammals: Human > Benign tumor > Pyogenic granuloma	Host-associated	Mammals: Human	Benign tumor	Pyogenic granuloma		Pyogenic granuloma	4	2	0	0	0	0	gold.ecosystem:6997|gold.ecosystem:6998
Host-associated > Mammals: Human > Benign tumor > Skin tag	Host-associated	Mammals: Human	Benign tumor	Skin tag		Skin tag	4	2	0	0	0	0	gold.ecosystem:6231|gold.ecosystem:6232
Host-associated > Mammals: Human > Benign tumor > Skin tag > Surface	Host-associated	Mammals: Human	Benign tumor	Skin tag	Surface	Surface	5	1	0	0	0	0	gold.ecosystem:6234
Host-associated > Mammals: Human > Benign tumor > Skin tag > Tissue	Host-associated	Mammals: Human	Benign tumor	Skin tag	Tissue	Tissue	5	1	0	0	0	0	gold.ecosystem:6233
Host-associated > Mammals: Human > Benign tumor > Verrucas	Host-associated	Mammals: Human	Benign tumor	Verrucas		Verrucas	4	2	0	0	0	0	gold.ecosystem:6669|gold.ecosystem:6670
Host-associated > Mammals: Human > Benign tumor > Wart	Host-associated	Mammals: Human	Benign tumor	Wart		Wart	4	2	0	0	0	0	gold.ecosystem:6226|gold.ecosystem:6227
Host-associated > Mammals: Human > Benign tumor > Wart > Common warts	Host-associated	Mammals: Human	Benign tumor	Wart	Common warts	Common warts	5	1	0	0	0	0	gold.ecosystem:6664
Host-associated > Mammals: Human > Benign tumor > Wart > Filiform warts	Host-associated	Mammals: Human	Benign tumor	Wart	Filiform warts	Filiform warts	5	1	0	0	0	0	gold.ecosystem:6668
Host-associated > Mammals: Human > Benign tumor > Wart > Flat warts	Host-associated	Mammals: Human	Benign tumor	Wart	Flat warts	Flat warts	5	1	0	0	0	0	gold.ecosystem:6667
Host-associated > Mammals: Human > Benign tumor > Wart > Genital warts	Host-associated	Mammals: Human	Benign tumor	Wart	Genital warts	Genital warts	5	1	0	0	0	0	gold.ecosystem:6666
Host-associated > Mammals: Human > Benign tumor > Wart > Plantar warts	Host-associated	Mammals: Human	Benign tumor	Wart	Plantar warts	Plantar warts	5	1	0	0	0	0	gold.ecosystem:6665
Host-associated > Mammals: Human > Benign tumor > Wart > Surface	Host-associated	Mammals: Human	Benign tumor	Wart	Surface	Surface	5	1	0	0	0	0	gold.ecosystem:6229
Host-associated > Mammals: Human > Benign tumor > Wart > Tissue	Host-associated	Mammals: Human	Benign tumor	Wart	Tissue	Tissue	5	1	0	0	0	0	gold.ecosystem:6228
Host-associated > Mammals: Human > Cell Line	Host-associated	Mammals: Human	Cell Line			Cell Line	3	3	0	0	0	0	gold.ecosystem:4830|gold.ecosystem:5459|gold.ecosystem:5460
Host-associated > Mammals: Human > Cell Line > CaSki	Host-associated	Mammals: Human	Cell Line	CaSki		CaSki	4	2	0	0	0	0	gold.ecosystem:6191|gold.ecosystem:6192
Host-associated > Mammals: Human > Cell Line > HEK293	Host-associated	Mammals: Human	Cell Line	HEK293		HEK293	4	2	0	0	0	0	gold.ecosystem:6554|gold.ecosystem:6555
Host-associated > Mammals: Human > Cell Line > HeLa	Host-associated	Mammals: Human	Cell Line	HeLa		HeLa	4	2	0	0	0	0	gold.ecosystem:4831|gold.ecosystem:4832
